,Credit_Score
56418,Standard
56419,Good
56420,Good
56421,Good
56422,Good
56423,Good
56424,Standard
56425,Standard
56426,Standard
56427,Standard
56428,Standard
56429,Standard
56430,Standard
56431,Standard
56432,Standard
56433,Standard
56434,Standard
56435,Standard
56436,Standard
56437,Standard
56438,Standard
56439,Standard
56440,Poor
56441,Standard
56442,Standard
56443,Standard
56444,Standard
56445,Standard
56446,Standard
56447,Standard
56448,Poor
56449,Poor
56450,Poor
56451,Poor
56452,Poor
56453,Standard
56454,Standard
56455,Poor
56456,Standard
56457,Standard
56458,Standard
56459,Standard
56460,Standard
56461,Standard
56462,Standard
56463,Standard
56464,Standard
56465,Standard
56466,Standard
56467,Standard
56468,Standard
56469,Standard
56470,Standard
56471,Standard
56472,Standard
56473,Standard
56474,Standard
56475,Standard
56476,Standard
56477,Standard
56478,Good
56479,Good
56480,Good
56481,Good
56482,Good
56483,Standard
56484,Good
56485,Good
56486,Good
56487,Good
56488,Standard
56489,Standard
56490,Standard
56491,Standard
56492,Standard
56493,Standard
56494,Standard
56495,Standard
56496,Standard
56497,Standard
56498,Standard
56499,Standard
56500,Standard
56501,Standard
56502,Standard
56503,Standard
56504,Standard
56505,Standard
56506,Standard
56507,Standard
56508,Standard
56509,Standard
56510,Good
56511,Good
56512,Standard
56513,Standard
56514,Standard
56515,Standard
56516,Standard
56517,Standard
56518,Standard
56519,Standard
56520,Standard
56521,Standard
56522,Standard
56523,Standard
56524,Standard
56525,Standard
56526,Standard
56527,Standard
56528,Standard
56529,Good
56530,Good
56531,Good
56532,Good
56533,Good
56534,Good
56535,Good
56536,Standard
56537,Standard
56538,Standard
56539,Poor
56540,Poor
56541,Poor
56542,Poor
56543,Poor
56544,Standard
56545,Standard
56546,Standard
56547,Standard
56548,Standard
56549,Standard
56550,Standard
56551,Standard
56552,Poor
56553,Poor
56554,Poor
56555,Poor
56556,Poor
56557,Poor
56558,Standard
56559,Poor
56560,Standard
56561,Standard
56562,Standard
56563,Standard
56564,Good
56565,Good
56566,Standard
56567,Good
56568,Poor
56569,Poor
56570,Poor
56571,Poor
56572,Standard
56573,Poor
56574,Poor
56575,Poor
56576,Standard
56577,Good
56578,Good
56579,Good
56580,Good
56581,Good
56582,Good
56583,Good
56584,Standard
56585,Poor
56586,Poor
56587,Poor
56588,Poor
56589,Poor
56590,Poor
56591,Poor
56592,Standard
56593,Standard
56594,Standard
56595,Standard
56596,Standard
56597,Standard
56598,Poor
56599,Poor
56600,Poor
56601,Poor
56602,Poor
56603,Poor
56604,Poor
56605,Poor
56606,Poor
56607,Poor
56608,Standard
56609,Standard
56610,Standard
56611,Standard
56612,Standard
56613,Standard
56614,Standard
56615,Standard
56616,Standard
56617,Standard
56618,Standard
56619,Standard
56620,Standard
56621,Standard
56622,Standard
56623,Standard
56624,Standard
56625,Standard
56626,Standard
56627,Standard
56628,Standard
56629,Standard
56630,Poor
56631,Poor
56632,Poor
56633,Poor
56634,Poor
56635,Poor
56636,Poor
56637,Poor
56638,Poor
56639,Poor
56640,Poor
56641,Poor
56642,Poor
56643,Poor
56644,Standard
56645,Poor
56646,Poor
56647,Poor
56648,Standard
56649,Standard
56650,Standard
56651,Standard
56652,Standard
56653,Standard
56654,Standard
56655,Standard
56656,Standard
56657,Standard
56658,Standard
56659,Standard
56660,Standard
56661,Standard
56662,Standard
56663,Standard
56664,Standard
56665,Standard
56666,Standard
56667,Standard
56668,Standard
56669,Standard
56670,Standard
56671,Standard
56672,Standard
56673,Standard
56674,Standard
56675,Standard
56676,Standard
56677,Standard
56678,Standard
56679,Standard
56680,Standard
56681,Standard
56682,Standard
56683,Standard
56684,Standard
56685,Standard
56686,Standard
56687,Standard
56688,Standard
56689,Good
56690,Good
56691,Good
56692,Standard
56693,Good
56694,Standard
56695,Standard
56696,Good
56697,Good
56698,Good
56699,Standard
56700,Standard
56701,Standard
56702,Standard
56703,Standard
56704,Standard
56705,Good
56706,Good
56707,Good
56708,Good
56709,Good
56710,Good
56711,Good
56712,Standard
56713,Standard
56714,Standard
56715,Standard
56716,Standard
56717,Standard
56718,Standard
56719,Standard
56720,Standard
56721,Standard
56722,Standard
56723,Standard
56724,Standard
56725,Standard
56726,Good
56727,Good
56728,Poor
56729,Poor
56730,Poor
56731,Standard
56732,Standard
56733,Standard
56734,Standard
56735,Standard
56736,Good
56737,Standard
56738,Good
56739,Good
56740,Good
56741,Good
56742,Good
56743,Good
56744,Poor
56745,Poor
56746,Poor
56747,Standard
56748,Standard
56749,Standard
56750,Standard
56751,Standard
56752,Standard
56753,Poor
56754,Poor
56755,Poor
56756,Poor
56757,Poor
56758,Poor
56759,Poor
56760,Good
56761,Good
56762,Good
56763,Good
56764,Good
56765,Standard
56766,Standard
56767,Standard
56768,Standard
56769,Standard
56770,Standard
56771,Standard
56772,Standard
56773,Standard
56774,Standard
56775,Standard
56776,Standard
56777,Standard
56778,Standard
56779,Standard
56780,Standard
56781,Standard
56782,Standard
56783,Standard
56784,Standard
56785,Standard
56786,Poor
56787,Poor
56788,Poor
56789,Poor
56790,Poor
56791,Poor
56792,Standard
56793,Standard
56794,Standard
56795,Standard
56796,Standard
56797,Standard
56798,Standard
56799,Standard
56800,Standard
56801,Standard
56802,Standard
56803,Standard
56804,Standard
56805,Standard
56806,Standard
56807,Standard
56808,Poor
56809,Poor
56810,Poor
56811,Poor
56812,Standard
56813,Poor
56814,Poor
56815,Poor
56816,Good
56817,Good
56818,Good
56819,Standard
56820,Good
56821,Good
56822,Standard
56823,Good
56824,Good
56825,Good
56826,Good
56827,Standard
56828,Good
56829,Good
56830,Standard
56831,Good
56832,Poor
56833,Poor
56834,Poor
56835,Standard
56836,Standard
56837,Standard
56838,Standard
56839,Standard
56840,Standard
56841,Standard
56842,Standard
56843,Standard
56844,Standard
56845,Standard
56846,Good
56847,Good
56848,Standard
56849,Standard
56850,Standard
56851,Standard
56852,Standard
56853,Standard
56854,Standard
56855,Standard
56856,Standard
56857,Good
56858,Good
56859,Good
56860,Good
56861,Good
56862,Good
56863,Good
56864,Standard
56865,Standard
56866,Standard
56867,Standard
56868,Standard
56869,Standard
56870,Standard
56871,Poor
56872,Standard
56873,Standard
56874,Standard
56875,Standard
56876,Standard
56877,Standard
56878,Good
56879,Good
56880,Standard
56881,Standard
56882,Standard
56883,Standard
56884,Standard
56885,Standard
56886,Standard
56887,Standard
56888,Standard
56889,Standard
56890,Standard
56891,Standard
56892,Standard
56893,Standard
56894,Standard
56895,Standard
56896,Standard
56897,Standard
56898,Standard
56899,Standard
56900,Standard
56901,Standard
56902,Standard
56903,Standard
56904,Standard
56905,Standard
56906,Standard
56907,Standard
56908,Standard
56909,Standard
56910,Standard
56911,Standard
56912,Standard
56913,Standard
56914,Standard
56915,Standard
56916,Standard
56917,Standard
56918,Standard
56919,Standard
56920,Good
56921,Good
56922,Good
56923,Good
56924,Good
56925,Good
56926,Good
56927,Standard
56928,Good
56929,Good
56930,Good
56931,Good
56932,Good
56933,Good
56934,Good
56935,Good
56936,Poor
56937,Poor
56938,Poor
56939,Poor
56940,Poor
56941,Poor
56942,Standard
56943,Poor
56944,Standard
56945,Standard
56946,Standard
56947,Standard
56948,Standard
56949,Standard
56950,Standard
56951,Standard
56952,Standard
56953,Standard
56954,Standard
56955,Standard
56956,Standard
56957,Standard
56958,Standard
56959,Standard
56960,Standard
56961,Standard
56962,Standard
56963,Standard
56964,Standard
56965,Standard
56966,Good
56967,Standard
56968,Poor
56969,Poor
56970,Standard
56971,Poor
56972,Poor
56973,Poor
56974,Poor
56975,Poor
56976,Standard
56977,Standard
56978,Standard
56979,Standard
56980,Standard
56981,Standard
56982,Good
56983,Standard
56984,Standard
56985,Standard
56986,Standard
56987,Standard
56988,Standard
56989,Standard
56990,Poor
56991,Poor
56992,Good
56993,Good
56994,Standard
56995,Good
56996,Good
56997,Good
56998,Good
56999,Standard
57000,Poor
57001,Standard
57002,Poor
57003,Poor
57004,Poor
57005,Poor
57006,Poor
57007,Poor
57008,Poor
57009,Poor
57010,Standard
57011,Standard
57012,Poor
57013,Poor
57014,Poor
57015,Poor
57016,Poor
57017,Standard
57018,Poor
57019,Standard
57020,Standard
57021,Standard
57022,Standard
57023,Standard
57024,Standard
57025,Standard
57026,Standard
57027,Standard
57028,Standard
57029,Good
57030,Standard
57031,Standard
57032,Poor
57033,Poor
57034,Poor
57035,Standard
57036,Poor
57037,Poor
57038,Poor
57039,Poor
57040,Poor
57041,Poor
57042,Poor
57043,Poor
57044,Poor
57045,Poor
57046,Poor
57047,Poor
57048,Standard
57049,Standard
57050,Poor
57051,Poor
57052,Poor
57053,Poor
57054,Standard
57055,Standard
57056,Standard
57057,Poor
57058,Poor
57059,Poor
57060,Poor
57061,Poor
57062,Standard
57063,Standard
57064,Standard
57065,Standard
57066,Standard
57067,Poor
57068,Poor
57069,Poor
57070,Poor
57071,Poor
57072,Standard
57073,Standard
57074,Standard
57075,Good
57076,Good
57077,Good
57078,Good
57079,Standard
57080,Good
57081,Standard
57082,Good
57083,Good
57084,Good
57085,Good
57086,Good
57087,Good
57088,Poor
57089,Poor
57090,Poor
57091,Poor
57092,Poor
57093,Poor
57094,Poor
57095,Poor
57096,Standard
57097,Standard
57098,Standard
57099,Standard
57100,Standard
57101,Standard
57102,Standard
57103,Standard
57104,Good
57105,Good
57106,Good
57107,Good
57108,Standard
57109,Good
57110,Standard
57111,Standard
57112,Standard
57113,Standard
57114,Standard
57115,Poor
57116,Poor
57117,Poor
57118,Poor
57119,Poor
57120,Poor
57121,Poor
57122,Poor
57123,Standard
57124,Standard
57125,Standard
57126,Standard
57127,Standard
57128,Standard
57129,Standard
57130,Standard
57131,Standard
57132,Standard
57133,Standard
57134,Standard
57135,Standard
57136,Good
57137,Good
57138,Good
57139,Good
57140,Good
57141,Good
57142,Standard
57143,Standard
57144,Good
57145,Good
57146,Good
57147,Standard
57148,Standard
57149,Standard
57150,Standard
57151,Good
57152,Good
57153,Good
57154,Standard
57155,Good
57156,Good
57157,Standard
57158,Standard
57159,Good
57160,Good
57161,Good
57162,Good
57163,Good
57164,Good
57165,Good
57166,Standard
57167,Standard
57168,Good
57169,Good
57170,Standard
57171,Good
57172,Standard
57173,Good
57174,Good
57175,Good
57176,Standard
57177,Standard
57178,Standard
57179,Standard
57180,Standard
57181,Standard
57182,Standard
57183,Standard
57184,Standard
57185,Standard
57186,Standard
57187,Standard
57188,Standard
57189,Standard
57190,Standard
57191,Standard
57192,Standard
57193,Poor
57194,Poor
57195,Standard
57196,Standard
57197,Standard
57198,Poor
57199,Standard
57200,Standard
57201,Standard
57202,Good
57203,Good
57204,Good
57205,Good
57206,Good
57207,Good
57208,Standard
57209,Standard
57210,Standard
57211,Standard
57212,Standard
57213,Standard
57214,Standard
57215,Standard
57216,Good
57217,Good
57218,Good
57219,Good
57220,Good
57221,Good
57222,Standard
57223,Good
57224,Standard
57225,Standard
57226,Standard
57227,Standard
57228,Standard
57229,Standard
57230,Standard
57231,Standard
57232,Standard
57233,Standard
57234,Standard
57235,Poor
57236,Poor
57237,Poor
57238,Standard
57239,Standard
57240,Standard
57241,Poor
57242,Poor
57243,Poor
57244,Poor
57245,Poor
57246,Standard
57247,Standard
57248,Poor
57249,Poor
57250,Poor
57251,Poor
57252,Poor
57253,Poor
57254,Poor
57255,Poor
57256,Poor
57257,Poor
57258,Poor
57259,Standard
57260,Poor
57261,Poor
57262,Poor
57263,Poor
57264,Good
57265,Good
57266,Good
57267,Good
57268,Good
57269,Standard
57270,Good
57271,Good
57272,Standard
57273,Standard
57274,Standard
57275,Standard
57276,Standard
57277,Standard
57278,Standard
57279,Standard
57280,Good
57281,Good
57282,Standard
57283,Standard
57284,Standard
57285,Standard
57286,Standard
57287,Standard
57288,Standard
57289,Standard
57290,Standard
57291,Standard
57292,Standard
57293,Standard
57294,Standard
57295,Standard
57296,Standard
57297,Standard
57298,Standard
57299,Poor
57300,Poor
57301,Poor
57302,Standard
57303,Standard
57304,Standard
57305,Standard
57306,Standard
57307,Standard
57308,Standard
57309,Standard
57310,Standard
57311,Standard
57312,Standard
57313,Poor
57314,Poor
57315,Poor
57316,Poor
57317,Standard
57318,Poor
57319,Poor
57320,Poor
57321,Poor
57322,Poor
57323,Poor
57324,Poor
57325,Poor
57326,Poor
57327,Poor
57328,Poor
57329,Poor
57330,Poor
57331,Standard
57332,Standard
57333,Standard
57334,Poor
57335,Standard
57336,Standard
57337,Standard
57338,Standard
57339,Standard
57340,Standard
57341,Standard
57342,Good
57343,Good
57344,Poor
57345,Poor
57346,Poor
57347,Standard
57348,Poor
57349,Standard
57350,Poor
57351,Poor
57352,Standard
57353,Standard
57354,Standard
57355,Standard
57356,Standard
57357,Standard
57358,Standard
57359,Standard
57360,Standard
57361,Standard
57362,Standard
57363,Standard
57364,Standard
57365,Standard
57366,Standard
57367,Standard
57368,Poor
57369,Poor
57370,Poor
57371,Poor
57372,Poor
57373,Standard
57374,Poor
57375,Poor
57376,Standard
57377,Standard
57378,Standard
57379,Standard
57380,Standard
57381,Standard
57382,Standard
57383,Standard
57384,Standard
57385,Standard
57386,Standard
57387,Standard
57388,Standard
57389,Good
57390,Good
57391,Good
57392,Standard
57393,Standard
57394,Standard
57395,Standard
57396,Standard
57397,Standard
57398,Standard
57399,Standard
57400,Standard
57401,Standard
57402,Standard
57403,Standard
57404,Standard
57405,Standard
57406,Standard
57407,Standard
57408,Good
57409,Good
57410,Standard
57411,Good
57412,Good
57413,Standard
57414,Good
57415,Good
57416,Standard
57417,Poor
57418,Standard
57419,Poor
57420,Standard
57421,Poor
57422,Standard
57423,Poor
57424,Standard
57425,Poor
57426,Poor
57427,Poor
57428,Poor
57429,Poor
57430,Standard
57431,Poor
57432,Standard
57433,Standard
57434,Standard
57435,Good
57436,Standard
57437,Good
57438,Standard
57439,Standard
57440,Poor
57441,Poor
57442,Poor
57443,Standard
57444,Standard
57445,Standard
57446,Standard
57447,Standard
57448,Poor
57449,Poor
57450,Poor
57451,Poor
57452,Poor
57453,Poor
57454,Poor
57455,Poor
57456,Poor
57457,Poor
57458,Poor
57459,Poor
57460,Poor
57461,Poor
57462,Standard
57463,Standard
57464,Good
57465,Good
57466,Good
57467,Good
57468,Good
57469,Good
57470,Standard
57471,Standard
57472,Poor
57473,Poor
57474,Standard
57475,Poor
57476,Poor
57477,Poor
57478,Poor
57479,Poor
57480,Standard
57481,Standard
57482,Standard
57483,Standard
57484,Standard
57485,Standard
57486,Standard
57487,Standard
57488,Poor
57489,Poor
57490,Poor
57491,Standard
57492,Poor
57493,Poor
57494,Standard
57495,Poor
57496,Standard
57497,Standard
57498,Standard
57499,Standard
57500,Standard
57501,Standard
57502,Standard
57503,Good
57504,Standard
57505,Standard
57506,Standard
57507,Standard
57508,Standard
57509,Standard
57510,Standard
57511,Standard
57512,Standard
57513,Standard
57514,Standard
57515,Standard
57516,Good
57517,Standard
57518,Good
57519,Standard
57520,Good
57521,Good
57522,Good
57523,Good
57524,Good
57525,Good
57526,Good
57527,Good
57528,Poor
57529,Standard
57530,Standard
57531,Poor
57532,Poor
57533,Poor
57534,Poor
57535,Standard
57536,Standard
57537,Standard
57538,Standard
57539,Good
57540,Good
57541,Good
57542,Good
57543,Good
57544,Poor
57545,Standard
57546,Poor
57547,Poor
57548,Poor
57549,Poor
57550,Poor
57551,Poor
57552,Standard
57553,Standard
57554,Standard
57555,Poor
57556,Poor
57557,Poor
57558,Standard
57559,Standard
57560,Poor
57561,Poor
57562,Poor
57563,Poor
57564,Poor
57565,Poor
57566,Poor
57567,Poor
57568,Standard
57569,Standard
57570,Standard
57571,Good
57572,Standard
57573,Good
57574,Good
57575,Good
57576,Standard
57577,Standard
57578,Standard
57579,Standard
57580,Standard
57581,Standard
57582,Standard
57583,Standard
57584,Standard
57585,Poor
57586,Poor
57587,Poor
57588,Poor
57589,Poor
57590,Standard
57591,Standard
57592,Poor
57593,Poor
57594,Standard
57595,Poor
57596,Poor
57597,Poor
57598,Poor
57599,Standard
57600,Good
57601,Good
57602,Standard
57603,Good
57604,Good
57605,Good
57606,Good
57607,Good
57608,Standard
57609,Standard
57610,Standard
57611,Standard
57612,Standard
57613,Standard
57614,Standard
57615,Standard
57616,Standard
57617,Standard
57618,Standard
57619,Standard
57620,Standard
57621,Standard
57622,Poor
57623,Poor
57624,Standard
57625,Standard
57626,Standard
57627,Standard
57628,Standard
57629,Standard
57630,Standard
57631,Standard
57632,Poor
57633,Poor
57634,Poor
57635,Standard
57636,Standard
57637,Standard
57638,Poor
57639,Poor
57640,Poor
57641,Poor
57642,Poor
57643,Poor
57644,Poor
57645,Poor
57646,Poor
57647,Poor
57648,Standard
57649,Standard
57650,Standard
57651,Poor
57652,Poor
57653,Poor
57654,Poor
57655,Poor
57656,Standard
57657,Poor
57658,Poor
57659,Poor
57660,Poor
57661,Poor
57662,Poor
57663,Poor
57664,Standard
57665,Standard
57666,Standard
57667,Good
57668,Good
57669,Good
57670,Standard
57671,Standard
57672,Good
57673,Good
57674,Good
57675,Good
57676,Good
57677,Good
57678,Good
57679,Good
57680,Poor
57681,Poor
57682,Poor
57683,Poor
57684,Poor
57685,Standard
57686,Poor
57687,Poor
57688,Standard
57689,Standard
57690,Standard
57691,Standard
57692,Standard
57693,Standard
57694,Standard
57695,Standard
57696,Poor
57697,Poor
57698,Poor
57699,Poor
57700,Standard
57701,Standard
57702,Standard
57703,Standard
57704,Standard
57705,Standard
57706,Standard
57707,Good
57708,Standard
57709,Good
57710,Good
57711,Good
57712,Standard
57713,Standard
57714,Standard
57715,Standard
57716,Standard
57717,Standard
57718,Poor
57719,Poor
57720,Standard
57721,Standard
57722,Standard
57723,Standard
57724,Standard
57725,Standard
57726,Standard
57727,Standard
57728,Poor
57729,Poor
57730,Standard
57731,Poor
57732,Poor
57733,Poor
57734,Standard
57735,Poor
57736,Standard
57737,Standard
57738,Standard
57739,Standard
57740,Standard
57741,Standard
57742,Standard
57743,Standard
57744,Poor
57745,Poor
57746,Poor
57747,Poor
57748,Poor
57749,Poor
57750,Poor
57751,Poor
57752,Standard
57753,Standard
57754,Standard
57755,Standard
57756,Standard
57757,Standard
57758,Standard
57759,Standard
57760,Standard
57761,Poor
57762,Poor
57763,Standard
57764,Poor
57765,Poor
57766,Poor
57767,Poor
57768,Standard
57769,Standard
57770,Standard
57771,Standard
57772,Standard
57773,Standard
57774,Standard
57775,Standard
57776,Good
57777,Standard
57778,Good
57779,Good
57780,Good
57781,Good
57782,Good
57783,Good
57784,Standard
57785,Standard
57786,Standard
57787,Standard
57788,Standard
57789,Standard
57790,Standard
57791,Standard
57792,Poor
57793,Poor
57794,Poor
57795,Standard
57796,Poor
57797,Poor
57798,Standard
57799,Poor
57800,Poor
57801,Poor
57802,Poor
57803,Poor
57804,Poor
57805,Poor
57806,Poor
57807,Poor
57808,Poor
57809,Poor
57810,Poor
57811,Poor
57812,Poor
57813,Poor
57814,Standard
57815,Poor
57816,Standard
57817,Standard
57818,Standard
57819,Good
57820,Good
57821,Good
57822,Standard
57823,Standard
57824,Good
57825,Good
57826,Good
57827,Good
57828,Good
57829,Good
57830,Good
57831,Good
57832,Standard
57833,Standard
57834,Standard
57835,Standard
57836,Standard
57837,Standard
57838,Standard
57839,Standard
57840,Standard
57841,Standard
57842,Standard
57843,Poor
57844,Poor
57845,Poor
57846,Standard
57847,Standard
57848,Standard
57849,Standard
57850,Standard
57851,Standard
57852,Standard
57853,Standard
57854,Standard
57855,Standard
57856,Standard
57857,Standard
57858,Standard
57859,Standard
57860,Standard
57861,Standard
57862,Standard
57863,Standard
57864,Standard
57865,Standard
57866,Standard
57867,Good
57868,Standard
57869,Good
57870,Standard
57871,Standard
57872,Standard
57873,Standard
57874,Standard
57875,Standard
57876,Poor
57877,Standard
57878,Poor
57879,Standard
57880,Poor
57881,Poor
57882,Poor
57883,Poor
57884,Poor
57885,Poor
57886,Poor
57887,Poor
57888,Standard
57889,Standard
57890,Standard
57891,Standard
57892,Standard
57893,Standard
57894,Poor
57895,Poor
57896,Poor
57897,Poor
57898,Poor
57899,Poor
57900,Poor
57901,Poor
57902,Poor
57903,Poor
57904,Standard
57905,Standard
57906,Standard
57907,Standard
57908,Standard
57909,Standard
57910,Standard
57911,Standard
57912,Standard
57913,Standard
57914,Standard
57915,Standard
57916,Standard
57917,Standard
57918,Standard
57919,Standard
57920,Good
57921,Good
57922,Good
57923,Good
57924,Good
57925,Good
57926,Standard
57927,Good
57928,Poor
57929,Poor
57930,Poor
57931,Poor
57932,Standard
57933,Poor
57934,Poor
57935,Poor
57936,Poor
57937,Poor
57938,Poor
57939,Poor
57940,Poor
57941,Poor
57942,Standard
57943,Standard
57944,Poor
57945,Poor
57946,Poor
57947,Poor
57948,Poor
57949,Poor
57950,Standard
57951,Standard
57952,Poor
57953,Standard
57954,Poor
57955,Poor
57956,Poor
57957,Poor
57958,Standard
57959,Standard
57960,Standard
57961,Poor
57962,Poor
57963,Poor
57964,Standard
57965,Poor
57966,Poor
57967,Poor
57968,Standard
57969,Standard
57970,Standard
57971,Standard
57972,Standard
57973,Standard
57974,Standard
57975,Standard
57976,Poor
57977,Poor
57978,Poor
57979,Poor
57980,Poor
57981,Poor
57982,Poor
57983,Poor
57984,Standard
57985,Standard
57986,Standard
57987,Standard
57988,Standard
57989,Standard
57990,Standard
57991,Standard
57992,Standard
57993,Good
57994,Standard
57995,Good
57996,Good
57997,Good
57998,Standard
57999,Standard
58000,Poor
58001,Poor
58002,Poor
58003,Poor
58004,Poor
58005,Poor
58006,Standard
58007,Poor
58008,Standard
58009,Standard
58010,Standard
58011,Standard
58012,Standard
58013,Standard
58014,Standard
58015,Standard
58016,Standard
58017,Poor
58018,Standard
58019,Poor
58020,Poor
58021,Standard
58022,Poor
58023,Standard
58024,Good
58025,Good
58026,Good
58027,Good
58028,Standard
58029,Good
58030,Good
58031,Good
58032,Poor
58033,Standard
58034,Standard
58035,Poor
58036,Poor
58037,Poor
58038,Poor
58039,Poor
58040,Standard
58041,Poor
58042,Standard
58043,Standard
58044,Standard
58045,Standard
58046,Standard
58047,Standard
58048,Good
58049,Good
58050,Good
58051,Standard
58052,Standard
58053,Standard
58054,Standard
58055,Standard
58056,Standard
58057,Standard
58058,Standard
58059,Standard
58060,Standard
58061,Standard
58062,Standard
58063,Standard
58064,Standard
58065,Standard
58066,Standard
58067,Standard
58068,Standard
58069,Standard
58070,Good
58071,Good
58072,Standard
58073,Standard
58074,Standard
58075,Standard
58076,Standard
58077,Standard
58078,Poor
58079,Poor
58080,Standard
58081,Standard
58082,Standard
58083,Standard
58084,Standard
58085,Standard
58086,Good
58087,Good
58088,Poor
58089,Poor
58090,Poor
58091,Poor
58092,Standard
58093,Poor
58094,Poor
58095,Poor
58096,Standard
58097,Standard
58098,Standard
58099,Standard
58100,Standard
58101,Standard
58102,Standard
58103,Standard
58104,Poor
58105,Poor
58106,Poor
58107,Poor
58108,Poor
58109,Poor
58110,Poor
58111,Poor
58112,Standard
58113,Standard
58114,Standard
58115,Standard
58116,Standard
58117,Standard
58118,Standard
58119,Standard
58120,Standard
58121,Standard
58122,Standard
58123,Standard
58124,Standard
58125,Standard
58126,Standard
58127,Standard
58128,Poor
58129,Poor
58130,Poor
58131,Poor
58132,Poor
58133,Standard
58134,Poor
58135,Standard
58136,Standard
58137,Standard
58138,Standard
58139,Standard
58140,Standard
58141,Standard
58142,Standard
58143,Standard
58144,Poor
58145,Poor
58146,Poor
58147,Poor
58148,Poor
58149,Standard
58150,Poor
58151,Poor
58152,Standard
58153,Good
58154,Good
58155,Good
58156,Good
58157,Good
58158,Good
58159,Good
58160,Poor
58161,Poor
58162,Poor
58163,Poor
58164,Poor
58165,Poor
58166,Poor
58167,Poor
58168,Standard
58169,Standard
58170,Standard
58171,Standard
58172,Standard
58173,Standard
58174,Standard
58175,Standard
58176,Poor
58177,Poor
58178,Standard
58179,Poor
58180,Standard
58181,Poor
58182,Poor
58183,Standard
58184,Poor
58185,Poor
58186,Poor
58187,Poor
58188,Poor
58189,Poor
58190,Poor
58191,Poor
58192,Poor
58193,Poor
58194,Poor
58195,Poor
58196,Poor
58197,Poor
58198,Standard
58199,Standard
58200,Standard
58201,Standard
58202,Standard
58203,Standard
58204,Standard
58205,Standard
58206,Standard
58207,Standard
58208,Standard
58209,Standard
58210,Standard
58211,Poor
58212,Poor
58213,Poor
58214,Standard
58215,Standard
58216,Good
58217,Good
58218,Good
58219,Standard
58220,Standard
58221,Standard
58222,Standard
58223,Standard
58224,Poor
58225,Poor
58226,Poor
58227,Poor
58228,Poor
58229,Poor
58230,Poor
58231,Poor
58232,Poor
58233,Poor
58234,Poor
58235,Standard
58236,Standard
58237,Standard
58238,Standard
58239,Standard
58240,Standard
58241,Standard
58242,Standard
58243,Standard
58244,Standard
58245,Standard
58246,Good
58247,Standard
58248,Standard
58249,Standard
58250,Standard
58251,Poor
58252,Standard
58253,Poor
58254,Poor
58255,Standard
58256,Standard
58257,Standard
58258,Standard
58259,Good
58260,Good
58261,Standard
58262,Standard
58263,Standard
58264,Poor
58265,Poor
58266,Poor
58267,Poor
58268,Poor
58269,Poor
58270,Poor
58271,Poor
58272,Standard
58273,Poor
58274,Poor
58275,Poor
58276,Poor
58277,Standard
58278,Poor
58279,Poor
58280,Standard
58281,Standard
58282,Standard
58283,Good
58284,Good
58285,Good
58286,Standard
58287,Standard
58288,Standard
58289,Standard
58290,Standard
58291,Standard
58292,Standard
58293,Standard
58294,Poor
58295,Standard
58296,Standard
58297,Standard
58298,Standard
58299,Poor
58300,Standard
58301,Poor
58302,Standard
58303,Standard
58304,Poor
58305,Standard
58306,Poor
58307,Standard
58308,Poor
58309,Standard
58310,Poor
58311,Standard
58312,Good
58313,Good
58314,Good
58315,Standard
58316,Standard
58317,Standard
58318,Standard
58319,Standard
58320,Standard
58321,Standard
58322,Standard
58323,Standard
58324,Standard
58325,Standard
58326,Standard
58327,Standard
58328,Standard
58329,Good
58330,Good
58331,Good
58332,Standard
58333,Good
58334,Good
58335,Good
58336,Standard
58337,Standard
58338,Standard
58339,Standard
58340,Standard
58341,Standard
58342,Standard
58343,Standard
58344,Good
58345,Good
58346,Standard
58347,Good
58348,Good
58349,Good
58350,Good
58351,Good
58352,Standard
58353,Standard
58354,Standard
58355,Poor
58356,Poor
58357,Standard
58358,Poor
58359,Standard
58360,Standard
58361,Standard
58362,Standard
58363,Standard
58364,Standard
58365,Standard
58366,Standard
58367,Standard
58368,Poor
58369,Standard
58370,Poor
58371,Poor
58372,Poor
58373,Poor
58374,Poor
58375,Poor
58376,Standard
58377,Standard
58378,Standard
58379,Good
58380,Good
58381,Good
58382,Standard
58383,Standard
58384,Standard
58385,Good
58386,Good
58387,Good
58388,Good
58389,Good
58390,Standard
58391,Standard
58392,Standard
58393,Standard
58394,Standard
58395,Standard
58396,Standard
58397,Standard
58398,Standard
58399,Standard
58400,Standard
58401,Standard
58402,Standard
58403,Standard
58404,Standard
58405,Standard
58406,Standard
58407,Standard
58408,Standard
58409,Standard
58410,Standard
58411,Standard
58412,Standard
58413,Standard
58414,Good
58415,Good
58416,Poor
58417,Poor
58418,Poor
58419,Standard
58420,Poor
58421,Poor
58422,Poor
58423,Poor
58424,Poor
58425,Poor
58426,Poor
58427,Poor
58428,Poor
58429,Poor
58430,Poor
58431,Poor
58432,Good
58433,Good
58434,Good
58435,Good
58436,Standard
58437,Standard
58438,Good
58439,Good
58440,Standard
58441,Standard
58442,Standard
58443,Standard
58444,Standard
58445,Standard
58446,Standard
58447,Standard
58448,Standard
58449,Poor
58450,Poor
58451,Poor
58452,Poor
58453,Poor
58454,Standard
58455,Standard
58456,Standard
58457,Standard
58458,Standard
58459,Standard
58460,Standard
58461,Standard
58462,Standard
